ticket_id,created_at,category,description,resolution_minutes,escalated,channel,customer_tier
TKT-02171,2025-04-18T11:45:00Z,medical records request,Records request status inquiry references HP-12864.,139,True,phone,standard
TKT-01750,2025-04-18T12:07:00Z,appointment scheduling,Caller requests an appointment-time change under HP-16770.,20,False,phone,standard
TKT-02962,2025-04-18T12:08:00Z,portal access,Customer reports a locked portal account under HP-78691.,7,False,chat,medicare support
TKT-02277,2025-04-18T14:28:00Z,appointment scheduling,Customer asks about available scheduling options for HP-14092.,15,False,phone,employer plan
TKT-02903,2025-04-18T15:08:00Z,medical records request,Customer asks which authorization form applies to HP-13706.,124,True,email,standard
TKT-02206,2025-04-18T16:20:00Z,portal access,Customer cannot access the service portal under HP-60032.,16,False,web portal,employer plan
TKT-00315,2025-04-18T17:01:00Z,referral status,Customer requests administrative referral status for HP-67254.,51,False,email,medicare support
TKT-01910,2025-04-18T19:34:00Z,appointment scheduling,Administrative scheduling request for reference HP-55339.,28,False,phone,standard
TKT-01388,2025-04-18T21:20:00Z,prescription refill request,Customer asks for refill-request routing under HP-80478.,72,True,phone,standard
TKT-02625,2025-04-18T21:59:00Z,general inquiry,Uncategorized administrative inquiry references HP-80589.,53,False,email,employer plan
TKT-00499,2025-04-19T00:13:00Z,billing question,Customer requests an explanation of a service charge for HP-93619.,35,False,web portal,standard
TKT-02048,2025-04-19T00:18:00Z,appointment scheduling,Customer asks about available scheduling options for HP-68594.,17,False,phone,standard
TKT-01846,2025-04-19T00:45:00Z,portal access,Customer reports a locked portal account under HP-20565.,11,False,web portal,standard
TKT-02535,2025-04-19T01:35:00Z,referral status,Referral routing update requested under HP-90099.,54,False,email,standard
TKT-01033,2025-04-19T01:38:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-69966.,82,False,email,medicare support
TKT-02780,2025-04-19T01:52:00Z,billing question,Customer requests an explanation of a service charge for HP-85792.,69,False,phone,employer plan
TKT-00800,2025-04-19T01:55:00Z,medical records request,Records request status inquiry references HP-95267.,103,False,email,medicare support
TKT-01941,2025-04-19T02:53:00Z,portal access,Customer cannot access the service portal under HP-32517.,12,False,web portal,standard
TKT-00771,2025-04-19T06:04:00Z,insurance eligibility,Coverage administration question references HP-72778.,48,False,phone,standard
TKT-02274,2025-04-19T09:47:00Z,appointment scheduling,Caller requests an appointment-time change under HP-86353.,27,False,phone,medicare support
TKT-00292,2025-04-19T10:42:00Z,portal access,Customer reports a locked portal account under HP-74329.,14,False,web portal,standard
TKT-00605,2025-04-19T11:16:00Z,appointment scheduling,Customer asks about available scheduling options for HP-35320.,24,False,chat,standard
TKT-00458,2025-04-19T12:36:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-72350.,33,False,email,employer plan
TKT-02503,2025-04-19T13:50:00Z,prescription refill request,Customer asks for refill-request routing under HP-79732.,69,True,phone,standard
TKT-00122,2025-04-19T15:11:00Z,medical records request,Customer requests records-release instructions under HP-42236.,88,False,email,employer plan
TKT-02712,2025-04-19T17:12:00Z,prescription refill request,Refill request status inquiry references HP-49402; no clinical details included.,36,False,phone,standard
TKT-01245,2025-04-19T17:40:00Z,appointment scheduling,Customer asks about available scheduling options for HP-21575.,20,False,phone,standard
TKT-01461,2025-04-19T17:57:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-16534.,63,False,phone,employer plan
TKT-02044,2025-04-19T18:19:00Z,prescription refill request,Refill request status inquiry references HP-46325; no clinical details included.,71,False,web portal,standard
TKT-01089,2025-04-19T18:30:00Z,billing question,Customer asks about an administrative statement under HP-42760.,55,False,phone,employer plan
TKT-02166,2025-04-19T18:30:00Z,billing question,Customer requests an explanation of a service charge for HP-41509.,68,False,phone,employer plan
TKT-01889,2025-04-19T19:52:00Z,appointment scheduling,Administrative scheduling request for reference HP-17872.,22,False,web portal,employer plan
TKT-02798,2025-04-19T20:02:00Z,portal access,Customer reports a locked portal account under HP-42711.,4,False,web portal,standard
TKT-02531,2025-04-19T23:34:00Z,portal access,Customer cannot access the service portal under HP-22814.,9,False,chat,standard
TKT-01412,2025-04-20T02:34:00Z,appointment scheduling,Caller requests an appointment-time change under HP-99662.,22,False,web portal,medicare support
TKT-02775,2025-04-20T04:24:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-40358.,54,False,phone,standard
TKT-02497,2025-04-20T05:47:00Z,insurance eligibility,Coverage administration question references HP-11999.,81,False,phone,employer plan
TKT-01149,2025-04-20T06:05:00Z,prescription refill request,Customer asks for refill-request routing under HP-14047.,96,True,web portal,standard
TKT-00271,2025-04-20T06:51:00Z,appointment scheduling,Administrative scheduling request for reference HP-27589.,9,False,web portal,standard
TKT-01070,2025-04-20T07:40:00Z,billing question,Payment posting question references HP-42701.,47,False,email,standard
TKT-02461,2025-04-20T08:03:00Z,portal access,Portal password reset requested for HP-58765.,8,False,chat,medicare support
TKT-01721,2025-04-20T12:34:00Z,portal access,Customer cannot access the service portal under HP-88969.,5,False,phone,employer plan
TKT-01808,2025-04-20T13:57:00Z,portal access,Customer cannot access the service portal under HP-26180.,5,False,web portal,premium care
TKT-01546,2025-04-20T14:09:00Z,referral status,Customer requests administrative referral status for HP-92433.,51,False,phone,standard
TKT-00291,2025-04-20T14:38:00Z,billing question,Customer asks about an administrative statement under HP-60480.,37,False,email,employer plan
TKT-00957,2025-04-20T19:22:00Z,portal access,Customer reports a locked portal account under HP-27980.,14,False,web portal,standard
TKT-02252,2025-04-20T20:23:00Z,billing question,Payment posting question references HP-88979.,56,False,email,standard
TKT-00927,2025-04-20T21:31:00Z,appointment scheduling,Customer asks about available scheduling options for HP-49249.,13,False,web portal,standard
TKT-01565,2025-04-20T22:20:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-64576.,31,False,phone,employer plan
TKT-01061,2025-04-20T22:35:00Z,appointment scheduling,Administrative scheduling request for reference HP-41342.,24,False,phone,employer plan
TKT-02919,2025-04-21T00:13:00Z,medical records request,Customer asks which authorization form applies to HP-25701.,88,False,email,premium care
TKT-02058,2025-04-21T00:48:00Z,portal access,Customer cannot access the service portal under HP-24998.,5,False,web portal,standard
TKT-01087,2025-04-21T01:46:00Z,general inquiry,Multi-topic non-clinical inquiry recorded as HP-52757.,66,False,phone,medicare support
TKT-01646,2025-04-21T03:18:00Z,referral status,Customer asks whether referral paperwork was received for HP-15309.,60,True,web portal,employer plan
TKT-01767,2025-04-21T04:59:00Z,referral status,Customer requests administrative referral status for HP-46093.,38,False,web portal,employer plan
TKT-00644,2025-04-21T06:15:00Z,prescription refill request,Refill request status inquiry references HP-92304; no clinical details included.,83,False,email,standard
TKT-01649,2025-04-21T07:16:00Z,medical records request,Records request status inquiry references HP-47106.,119,False,web portal,medicare support
TKT-01643,2025-04-21T07:58:00Z,appointment scheduling,Customer asks about available scheduling options for HP-30497.,62,True,phone,standard
TKT-00509,2025-04-21T09:27:00Z,portal access,Customer reports a locked portal account under HP-18122.,8,False,web portal,medicare support
TKT-01564,2025-04-21T09:27:00Z,medical records request,Customer asks which authorization form applies to HP-54001.,72,False,email,standard
TKT-02898,2025-04-21T10:35:00Z,billing question,Customer requests an explanation of a service charge for HP-99199.,29,False,web portal,standard
TKT-01189,2025-04-21T11:49:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-53338.,70,True,chat,medicare support
TKT-02275,2025-04-21T13:32:00Z,referral status,Customer requests administrative referral status for HP-27193.,46,False,web portal,employer plan
TKT-02598,2025-04-21T14:17:00Z,medical records request,Customer requests records-release instructions under HP-52202.,84,False,email,employer plan
TKT-02313,2025-04-21T14:33:00Z,appointment scheduling,Customer asks about available scheduling options for HP-18145.,19,False,phone,standard
TKT-00978,2025-04-21T14:51:00Z,billing question,Payment posting question references HP-85786.,70,False,email,standard
TKT-02976,2025-04-21T17:17:00Z,prescription refill request,Customer asks for refill-request routing under HP-81371.,96,True,phone,standard
TKT-02839,2025-04-21T19:17:00Z,billing question,Customer asks about an administrative statement under HP-80478.,55,False,phone,employer plan
TKT-02983,2025-04-21T20:21:00Z,appointment scheduling,Administrative scheduling request for reference HP-41906.,17,False,phone,employer plan
TKT-01123,2025-04-21T21:04:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-48123.,136,True,phone,standard
TKT-01060,2025-04-21T22:20:00Z,prescription refill request,Customer asks for refill-request routing under HP-60427.,77,True,chat,premium care
TKT-01525,2025-04-22T02:38:00Z,billing question,Payment posting question references HP-66370.,27,False,email,premium care
TKT-02644,2025-04-22T02:38:00Z,appointment scheduling,Administrative scheduling request for reference HP-10249.,16,False,phone,medicare support
TKT-02301,2025-04-22T02:56:00Z,appointment scheduling,Customer asks about available scheduling options for HP-67922.,22,False,web portal,medicare support
TKT-02578,2025-04-22T05:18:00Z,general inquiry,Customer request requires manual routing under HP-72438.,28,False,chat,standard
TKT-00691,2025-04-22T05:44:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-44857.,61,False,phone,employer plan
TKT-00547,2025-04-22T07:30:00Z,medical records request,Customer requests records-release instructions under HP-64222.,116,False,phone,medicare support
TKT-01657,2025-04-22T08:28:00Z,medical records request,Customer requests records-release instructions under HP-67499.,119,False,email,medicare support
TKT-00447,2025-04-22T09:13:00Z,portal access,Customer cannot access the service portal under HP-71543.,13,False,web portal,premium care
TKT-02674,2025-04-22T09:18:00Z,medical records request,Customer requests records-release instructions under HP-51969.,64,False,web portal,standard
TKT-02640,2025-04-22T10:49:00Z,portal access,Customer cannot access the service portal under HP-71870.,31,True,web portal,premium care
TKT-00712,2025-04-22T12:43:00Z,referral status,Customer asks whether referral paperwork was received for HP-24156.,41,False,chat,standard
TKT-01328,2025-04-22T14:23:00Z,portal access,Customer reports a locked portal account under HP-13535.,13,False,web portal,employer plan
TKT-00417,2025-04-22T18:08:00Z,billing question,Payment posting question references HP-70890.,34,False,web portal,employer plan
TKT-00304,2025-04-22T19:12:00Z,billing question,Customer requests an explanation of a service charge for HP-84823.,53,False,email,premium care
